LearnerID,Grade,SocioEconomicIndicator,LearningBarrier,Subject,Term,Mark,Attendance,TeacherNotes
CH-L2018118,7,Low,False,Afrikaans,1,57,91.73,Completes all assigned work.
CH-L2018118,7,Low,False,Afrikaans,2,60,95.52,Benefits from one-on-one attention.
CH-L2018118,7,Low,False,Afrikaans,3,67,87.96,Steady progress. Needs encouragement to participate.
CH-L2019119,5,Low,False,English,1,66,97.97,Benefits from one-on-one attention. Attendance is a concern.
CH-L2019119,5,Low,False,English,2,61,89.58,Completes all assigned work.
CH-L2019119,5,Low,False,English,3,71,90.53,Steady progress.
CH-L2019119,5,Low,False,Maths,1,53,93.15,Completes all assigned work. Attendance is a concern.
CH-L2019119,5,Low,False,Maths,2,56,93.95,Benefits from one-on-one attention. Benefits from one-on-one attention.
CH-L2019119,5,Low,False,Maths,3,52,94.23,Quiet but consistent. Steady progress.
CH-L2019119,5,Low,False,Science,1,55,93.87,Quiet but consistent. Needs encouragement to participate.
CH-L2019119,5,Low,False,Science,2,58,93.52,Benefits from one-on-one attention. Steady progress.
CH-L2019119,5,Low,False,Science,3,68,89.62,Benefits from one-on-one attention. Steady progress.
CH-L2019119,5,Low,False,Life Skills,1,62,95.78,Benefits from one-on-one attention.
CH-L2019119,5,Low,False,Life Skills,2,52,97.94,Quiet but consistent.
CH-L2019119,5,Low,False,Life Skills,3,64,88.44,Quiet but consistent.
CH-L2019119,5,Low,False,Afrikaans,1,52,99.42,Benefits from one-on-one attention.
CH-L2019119,5,Low,False,Afrikaans,2,54,97.77,Completes all assigned work. Quiet but consistent.
CH-L2019119,5,Low,False,Afrikaans,3,59,92.42,Steady progress. Benefits from one-on-one attention.
CH-L2019120,5,Medium,False,English,1,45,93.16,Struggles with core concepts.
CH-L2019120,5,Medium,False,English,2,55,93.56,Steady progress.
CH-L2019120,5,Medium,False,English,3,52,89.23,Completes all assigned work. Attendance is a concern.
CH-L2019120,5,Medium,False,Maths,1,64,93.43,Steady progress. Struggles with core concepts.
CH-L2019120,5,Medium,False,Maths,2,61,83.77,Struggles with core concepts.
CH-L2019120,5,Medium,False,Maths,3,56,90.8,Completes all assigned work.
CH-L2019120,5,Medium,False,Science,1,63,92.14,Quiet but consistent.
CH-L2019120,5,Medium,False,Science,2,66,92.73,Completes all assigned work.
CH-L2019120,5,Medium,False,Science,3,71,96.47,Benefits from one-on-one attention.
CH-L2019120,5,Medium,False,Life Skills,1,57,99.38,Quiet but consistent. Needs encouragement to participate.
CH-L2019120,5,Medium,False,Life Skills,2,56,94.83,Quiet but consistent.
CH-L2019120,5,Medium,False,Life Skills,3,55,84.7,Often submits work late. Easily distracted.
CH-L2019120,5,Medium,False,Afrikaans,1,50,86.32,Steady progress.
CH-L2019120,5,Medium,False,Afrikaans,2,51,87.04,Completes all assigned work.
CH-L2019120,5,Medium,False,Afrikaans,3,55,98.28,Completes all assigned work.
CH-L2020121,7,Medium,False,English,1,94,89.68,A pleasure to teach.
CH-L2020121,7,Medium,False,English,2,93,100.0,Shows strong improvement.
CH-L2020121,7,Medium,False,English,3,91,98.7,A pleasure to teach.
CH-L2020121,7,Medium,False,Maths,1,89,88.81,A pleasure to teach.
CH-L2020121,7,Medium,False,Maths,2,97,95.62,Excellent grasp of concepts.
CH-L2020121,7,Medium,False,Maths,3,90,94.19,A pleasure to teach.
CH-L2020121,7,Medium,False,Science,1,72,95.71,Completes all assigned work. Needs encouragement to participate.
CH-L2020121,7,Medium,False,Science,2,75,99.7,Benefits from one-on-one attention.
CH-L2020121,7,Medium,False,Science,3,73,95.31,Benefits from one-on-one attention. Struggles with core concepts.
CH-L2020121,7,Medium,False,Life Skills,1,86,92.6,A pleasure to teach. Steady progress.
CH-L2020121,7,Medium,False,Life Skills,2,84,100.0,Benefits from one-on-one attention. Quiet but consistent.
CH-L2020121,7,Medium,False,Life Skills,3,95,86.26,Works well with peers. Needs encouragement to participate.
CH-L2020121,7,Medium,False,Afrikaans,1,93,95.82,Engages well in class.
CH-L2020121,7,Medium,False,Afrikaans,2,88,91.06,Excellent grasp of concepts.
CH-L2020121,7,Medium,False,Afrikaans,3,94,92.42,A pleasure to teach.
CH-L2021122,5,Medium,False,English,1,77,87.83,Completes all assigned work.
CH-L2021122,5,Medium,False,English,2,80,93.24,Steady progress.
CH-L2021122,5,Medium,False,English,3,77,85.9,Steady progress. Steady progress.
CH-L2021122,5,Medium,False,Maths,1,74,99.64,Quiet but consistent.
CH-L2021122,5,Medium,False,Maths,2,82,89.76,Quiet but consistent.
CH-L2021122,5,Medium,False,Maths,3,84,95.47,Quiet but consistent. Often submits work late.
CH-L2021122,5,Medium,False,Science,1,74,95.84,Steady progress.
CH-L2021122,5,Medium,False,Science,2,74,89.88,Completes all assigned work.
CH-L2021122,5,Medium,False,Science,3,74,90.06,Benefits from one-on-one attention. Easily distracted.
CH-L2021122,5,Medium,False,Life Skills,1,62,87.11,Benefits from one-on-one attention.
CH-L2021122,5,Medium,False,Life Skills,2,70,92.8,Steady progress. Attendance is a concern.
CH-L2021122,5,Medium,False,Life Skills,3,65,95.27,Steady progress.
CH-L2021122,5,Medium,False,Afrikaans,1,78,86.45,Steady progress.
CH-L2021122,5,Medium,False,Afrikaans,2,80,92.92,Completes all assigned work.
CH-L2021122,5,Medium,False,Afrikaans,3,86,85.92,Excellent grasp of concepts. Struggles with core concepts.
CH-L2020123,7,Low,True,English,1,51,76.27,Needs encouragement to participate. Quiet but consistent.
CH-L2020123,7,Low,True,English,2,41,89.97,Attendance is a concern. Benefits from one-on-one attention.
CH-L2020123,7,Low,True,English,3,46,75.94,Needs encouragement to participate. Needs encouragement to participate.
CH-L2020123,7,Low,True,Maths,1,45,85.93,Often submits work late.
CH-L2020123,7,Low,True,Maths,2,50,96.24,Steady progress. Completes all assigned work.
CH-L2020123,7,Low,True,Maths,3,53,81.47,Struggles with core concepts. Attendance is a concern.
CH-L2020123,7,Low,True,Science,1,53,82.44,Easily distracted.
CH-L2020123,7,Low,True,Science,2,52,96.87,Quiet but consistent. Struggles with core concepts.
CH-L2020123,7,Low,True,Science,3,57,90.75,Steady progress. Steady progress.
CH-L2020123,7,Low,True,Life Skills,1,30,89.93,Easily distracted.
CH-L2020123,7,Low,True,Life Skills,2,37,92.28,Needs encouragement to participate. Steady progress.
CH-L2020123,7,Low,True,Life Skills,3,35,83.23,Often submits work late.
CH-L2020123,7,Low,True,Afrikaans,1,41,86.93,Needs encouragement to participate. Struggles with core concepts.
CH-L2020123,7,Low,True,Afrikaans,2,41,84.91,Often submits work late.
CH-L2020123,7,Low,True,Afrikaans,3,52,91.9,Completes all assigned work.
CH-L2021124,7,Medium,False,English,1,70,85.47,Completes all assigned work. Often submits work late.
CH-L2021124,7,Medium,False,English,2,72,95.21,Completes all assigned work. Attendance is a concern.
CH-L2021124,7,Medium,False,English,3,78,97.63,Benefits from one-on-one attention.
CH-L2021124,7,Medium,False,Maths,1,77,93.67,Benefits from one-on-one attention.
CH-L2021124,7,Medium,False,Maths,2,75,94.51,Benefits from one-on-one attention. Easily distracted.
CH-L2021124,7,Medium,False,Maths,3,80,95.02,Completes all assigned work.
CH-L2021124,7,Medium,False,Science,1,83,93.42,Steady progress.
CH-L2021124,7,Medium,False,Science,2,75,91.17,Steady progress.
CH-L2021124,7,Medium,False,Science,3,86,95.7,Works well with peers.
CH-L2021124,7,Medium,False,Life Skills,1,90,93.11,Engages well in class. Benefits from one-on-one attention.
CH-L2021124,7,Medium,False,Life Skills,2,84,97.25,Steady progress.
CH-L2021124,7,Medium,False,Life Skills,3,92,95.64,Engages well in class. Needs encouragement to participate.
CH-L2021124,7,Medium,False,Afrikaans,1,74,93.94,Benefits from one-on-one attention.
CH-L2021124,7,Medium,False,Afrikaans,2,73,86.2,Quiet but consistent.
CH-L2021124,7,Medium,False,Afrikaans,3,76,92.78,Benefits from one-on-one attention. Often submits work late.
CH-L2021125,5,Low,False,English,1,48,95.69,Attendance is a concern. Often submits work late.
CH-L2021125,5,Low,False,English,2,63,87.89,Benefits from one-on-one attention.
CH-L2021125,5,Low,False,English,3,64,84.59,Often submits work late.
CH-L2021125,5,Low,False,Maths,1,60,92.63,Steady progress.
CH-L2021125,5,Low,False,Maths,2,64,93.67,Steady progress.
CH-L2021125,5,Low,False,Maths,3,63,92.91,Completes all assigned work. Struggles with core concepts.
CH-L2021125,5,Low,False,Science,1,66,91.81,Completes all assigned work. Easily distracted.
CH-L2021125,5,Low,False,Science,2,70,93.37,Steady progress.
CH-L2021125,5,Low,False,Science,3,64,85.62,Completes all assigned work. Completes all assigned work.
CH-L2021125,5,Low,False,Life Skills,1,73,98.18,Steady progress.
CH-L2021125,5,Low,False,Life Skills,2,65,100.0,Quiet but consistent.
CH-L2021125,5,Low,False,Life Skills,3,62,90.14,Quiet but consistent. Quiet but consistent.
CH-L2021125,5,Low,False,Afrikaans,1,53,91.37,Completes all assigned work.
CH-L2021125,5,Low,False,Afrikaans,2,55,97.71,Quiet but consistent.
CH-L2021125,5,Low,False,Afrikaans,3,65,95.56,Steady progress. Struggles with core concepts.
CH-L2021126,6,Medium,True,English,1,61,91.8,Benefits from one-on-one attention.
CH-L2021126,6,Medium,True,English,2,60,85.38,Completes all assigned work.
CH-L2021126,6,Medium,True,English,3,69,86.22,Completes all assigned work.
CH-L2021126,6,Medium,True,Maths,1,63,85.15,Completes all assigned work.
CH-L2021126,6,Medium,True,Maths,2,58,81.73,Often submits work late.
CH-L2021126,6,Medium,True,Maths,3,67,93.63,Steady progress. Often submits work late.
CH-L2021126,6,Medium,True,Science,1,63,86.59,Steady progress. Benefits from one-on-one attention.
CH-L2021126,6,Medium,True,Science,2,68,85.86,Quiet but consistent. Steady progress.
CH-L2021126,6,Medium,True,Science,3,61,82.16,Attendance is a concern.
CH-L2021126,6,Medium,True,Life Skills,1,72,87.03,Benefits from one-on-one attention.
CH-L2021126,6,Medium,True,Life Skills,2,67,90.3,Completes all assigned work.
CH-L2021126,6,Medium,True,Life Skills,3,65,83.31,Easily distracted. Completes all assigned work.
CH-L2021126,6,Medium,True,Afrikaans,1,68,79.19,Often submits work late.
CH-L2021126,6,Medium,True,Afrikaans,2,65,82.25,Attendance is a concern.
CH-L2021126,6,Medium,True,Afrikaans,3,68,82.86,Easily distracted. Completes all assigned work.
CH-L2019127,4,Low,True,English,1,59,83.83,Struggles with core concepts. Easily distracted.
CH-L2019127,4,Low,True,English,2,58,89.98,Steady progress.
CH-L2019127,4,Low,True,English,3,60,84.45,Needs encouragement to participate. Struggles with core concepts.
CH-L2019127,4,Low,True,Maths,1,56,80.58,Struggles with core concepts. Completes all assigned work.
CH-L2019127,4,Low,True,Maths,2,62,85.2,Completes all assigned work.
CH-L2019127,4,Low,True,Maths,3,50,92.9,Benefits from one-on-one attention.
CH-L2019127,4,Low,True,Science,1,56,85.19,Steady progress. Struggles with core concepts.
CH-L2019127,4,Low,True,Science,2,52,88.03,Quiet but consistent.
CH-L2019127,4,Low,True,Science,3,64,83.08,Often submits work late.
CH-L2019127,4,Low,True,Life Skills,1,49,76.49,Struggles with core concepts.
CH-L2019127,4,Low,True,Life Skills,2,50,81.69,Needs encouragement to participate. Benefits from one-on-one attention.
CH-L2019127,4,Low,True,Life Skills,3,60,85.64,Completes all assigned work.
CH-L2019127,4,Low,True,Afrikaans,1,60,92.71,Completes all assigned work. Benefits from one-on-one attention.
CH-L2019127,4,Low,True,Afrikaans,2,59,89.03,Quiet but consistent. Needs encouragement to participate.
CH-L2019127,4,Low,True,Afrikaans,3,52,96.41,Quiet but consistent. Needs encouragement to participate.
CH-L2020128,4,Low,False,English,1,84,89.62,Completes all assigned work. Attendance is a concern.
CH-L2020128,4,Low,False,English,2,81,80.24,Often submits work late.
CH-L2020128,4,Low,False,English,3,85,100.0,Steady progress.
CH-L2020128,4,Low,False,Maths,1,86,88.71,Shows strong improvement.
CH-L2020128,4,Low,False,Maths,2,78,87.28,Completes all assigned work.
CH-L2020128,4,Low,False,Maths,3,87,83.16,Attendance is a concern.
CH-L2020128,4,Low,False,Science,1,81,83.71,Struggles with core concepts.
CH-L2020128,4,Low,False,Science,2,69,83.37,Struggles with core concepts.
CH-L2020128,4,Low,False,Science,3,79,90.99,Benefits from one-on-one attention. Often submits work late.
CH-L2020128,4,Low,False,Life Skills,1,86,98.69,Shows strong improvement. Benefits from one-on-one attention.
CH-L2020128,4,Low,False,Life Skills,2,100,98.11,Works well with peers.
CH-L2020128,4,Low,False,Life Skills,3,86,92.39,Engages well in class.
CH-L2020128,4,Low,False,Afrikaans,1,80,90.37,Steady progress.
CH-L2020128,4,Low,False,Afrikaans,2,87,90.44,A pleasure to teach. Often submits work late.
CH-L2020128,4,Low,False,Afrikaans,3,87,96.56,Excellent grasp of concepts.
CH-L2021129,5,Low,False,English,1,67,95.11,Steady progress.
CH-L2021129,5,Low,False,English,2,59,91.87,Steady progress.
CH-L2021129,5,Low,False,English,3,66,88.1,Steady progress.
CH-L2021129,5,Low,False,Maths,1,61,92.79,Benefits from one-on-one attention. Struggles with core concepts.
CH-L2021129,5,Low,False,Maths,2,64,90.07,Completes all assigned work. Benefits from one-on-one attention.
CH-L2021129,5,Low,False,Maths,3,52,86.34,Quiet but consistent. Often submits work late.
CH-L2021129,5,Low,False,Science,1,52,95.59,Benefits from one-on-one attention.
CH-L2021129,5,Low,False,Science,2,61,90.76,Steady progress.
CH-L2021129,5,Low,False,Science,3,53,91.28,Benefits from one-on-one attention. Steady progress.
CH-L2021129,5,Low,False,Life Skills,1,46,92.44,Needs encouragement to participate. Attendance is a concern.
CH-L2021129,5,Low,False,Life Skills,2,46,97.32,Often submits work late.
CH-L2021129,5,Low,False,Life Skills,3,53,96.07,Benefits from one-on-one attention. Needs encouragement to participate.
CH-L2021129,5,Low,False,Afrikaans,1,56,92.89,Quiet but consistent.
CH-L2021129,5,Low,False,Afrikaans,2,55,84.42,Attendance is a concern. Steady progress.
CH-L2021129,5,Low,False,Afrikaans,3,51,90.13,Steady progress. Quiet but consistent.
CH-L2018130,7,Medium,False,English,1,78,91.88,Quiet but consistent.
CH-L2018130,7,Medium,False,English,2,80,86.68,Steady progress.
CH-L2018130,7,Medium,False,English,3,72,95.86,Quiet but consistent.
CH-L2018130,7,Medium,False,Maths,1,63,94.68,Benefits from one-on-one attention.
CH-L2018130,7,Medium,False,Maths,2,65,94.42,Completes all assigned work. Needs encouragement to participate.
CH-L2018130,7,Medium,False,Maths,3,71,88.71,Steady progress.
CH-L2018130,7,Medium,False,Science,1,59,100.0,Completes all assigned work.
CH-L2018130,7,Medium,False,Science,2,50,91.21,Quiet but consistent. Quiet but consistent.
CH-L2018130,7,Medium,False,Science,3,52,84.92,Needs encouragement to participate. Easily distracted.
CH-L2018130,7,Medium,False,Life Skills,1,68,91.65,Completes all assigned work.
CH-L2018130,7,Medium,False,Life Skills,2,64,89.12,Benefits from one-on-one attention.
CH-L2018130,7,Medium,False,Life Skills,3,77,100.0,Quiet but consistent. Struggles with core concepts.
CH-L2018130,7,Medium,False,Afrikaans,1,70,95.06,Quiet but consistent.
CH-L2018130,7,Medium,False,Afrikaans,2,77,96.9,Completes all assigned work.
CH-L2018130,7,Medium,False,Afrikaans,3,69,95.54,Completes all assigned work.
CH-L2019131,5,Medium,False,English,1,76,99.94,Completes all assigned work.
CH-L2019131,5,Medium,False,English,2,72,93.35,Quiet but consistent. Completes all assigned work.
CH-L2019131,5,Medium,False,English,3,75,92.24,Quiet but consistent. Easily distracted.
CH-L2019131,5,Medium,False,Maths,1,60,92.71,Steady progress.
CH-L2019131,5,Medium,False,Maths,2,71,87.32,Completes all assigned work.
CH-L2019131,5,Medium,False,Maths,3,67,88.34,Quiet but consistent.
CH-L2019131,5,Medium,False,Science,1,89,99.98,Excellent grasp of concepts.
CH-L2019131,5,Medium,False,Science,2,90,88.82,Excellent grasp of concepts.
CH-L2019131,5,Medium,False,Science,3,82,91.74,Benefits from one-on-one attention. Completes all assigned work.
CH-L2019131,5,Medium,False,Life Skills,1,81,83.17,Struggles with core concepts. Attendance is a concern.
CH-L2019131,5,Medium,False,Life Skills,2,78,91.12,Benefits from one-on-one attention. Needs encouragement to participate.
CH-L2019131,5,Medium,False,Life Skills,3,73,87.36,Benefits from one-on-one attention. Struggles with core concepts.
CH-L2019131,5,Medium,False,Afrikaans,1,74,89.05,Steady progress. Needs encouragement to participate.
CH-L2019131,5,Medium,False,Afrikaans,2,80,85.69,Steady progress.
CH-L2019131,5,Medium,False,Afrikaans,3,83,96.02,Steady progress. Completes all assigned work.
CH-L2019132,6,Medium,False,English,1,88,92.56,Excellent grasp of concepts.
CH-L2019132,6,Medium,False,English,2,78,93.59,Benefits from one-on-one attention.
CH-L2019132,6,Medium,False,English,3,89,90.85,Works well with peers.
CH-L2019132,6,Medium,False,Maths,1,84,88.84,Quiet but consistent.
CH-L2019132,6,Medium,False,Maths,2,88,91.69,A pleasure to teach.
CH-L2019132,6,Medium,False,Maths,3,89,81.86,Attendance is a concern. Steady progress.
CH-L2019132,6,Medium,False,Science,1,84,89.62,Benefits from one-on-one attention. Benefits from one-on-one attention.
CH-L2019132,6,Medium,False,Science,2,82,94.88,Steady progress. Attendance is a concern.
CH-L2019132,6,Medium,False,Science,3,89,94.75,A pleasure to teach.
CH-L2019132,6,Medium,False,Life Skills,1,93,92.4,Shows strong improvement.
CH-L2019132,6,Medium,False,Life Skills,2,82,89.16,Steady progress.
CH-L2019132,6,Medium,False,Life Skills,3,92,88.38,Works well with peers.
CH-L2019132,6,Medium,False,Afrikaans,1,84,100.0,Completes all assigned work. Easily distracted.
CH-L2019132,6,Medium,False,Afrikaans,2,84,92.3,Benefits from one-on-one attention.
CH-L2019132,6,Medium,False,Afrikaans,3,84,92.81,Quiet but consistent. Struggles with core concepts.
CH-L2018133,4,Low,False,English,1,67,93.95,Benefits from one-on-one attention. Quiet but consistent.
CH-L2018133,4,Low,False,English,2,67,86.03,Benefits from one-on-one attention.
CH-L2018133,4,Low,False,English,3,73,90.41,Benefits from one-on-one attention.
CH-L2018133,4,Low,False,Maths,1,60,92.86,Completes all assigned work. Benefits from one-on-one attention.
CH-L2018133,4,Low,False,Maths,2,64,97.1,Quiet but consistent.
CH-L2018133,4,Low,False,Maths,3,70,93.7,Quiet but consistent.
CH-L2018133,4,Low,False,Science,1,75,89.75,Steady progress.
CH-L2018133,4,Low,False,Science,2,79,90.86,Completes all assigned work.
CH-L2018133,4,Low,False,Science,3,68,93.85,Steady progress. Quiet but consistent.
CH-L2018133,4,Low,False,Life Skills,1,68,91.05,Quiet but consistent.
CH-L2018133,4,Low,False,Life Skills,2,67,93.01,Completes all assigned work.
CH-L2018133,4,Low,False,Life Skills,3,66,100.0,Completes all assigned work. Easily distracted.
CH-L2018133,4,Low,False,Afrikaans,1,79,96.6,Steady progress. Struggles with core concepts.
CH-L2018133,4,Low,False,Afrikaans,2,85,91.5,Benefits from one-on-one attention.
CH-L2018133,4,Low,False,Afrikaans,3,80,97.05,Completes all assigned work. Completes all assigned work.
CH-L2019134,5,Low,False,English,1,74,87.23,Steady progress. Steady progress.
CH-L2019134,5,Low,False,English,2,75,93.03,Completes all assigned work.
CH-L2019134,5,Low,False,English,3,80,94.28,Quiet but consistent. Struggles with core concepts.
CH-L2019134,5,Low,False,Maths,1,73,83.06,Easily distracted. Benefits from one-on-one attention.
CH-L2019134,5,Low,False,Maths,2,76,86.47,Completes all assigned work. Easily distracted.
CH-L2019134,5,Low,False,Maths,3,72,84.67,Often submits work late.
CH-L2019134,5,Low,False,Science,1,68,92.5,Steady progress. Quiet but consistent.
CH-L2019134,5,Low,False,Science,2,69,100.0,Steady progress.
CH-L2019134,5,Low,False,Science,3,74,95.38,Steady progress.
CH-L2019134,5,Low,False,Life Skills,1,71,83.61,Often submits work late. Struggles with core concepts.
CH-L2019134,5,Low,False,Life Skills,2,74,94.52,Steady progress.
CH-L2019134,5,Low,False,Life Skills,3,75,89.41,Completes all assigned work. Completes all assigned work.
CH-L2019134,5,Low,False,Afrikaans,1,77,90.51,Steady progress. Quiet but consistent.
CH-L2019134,5,Low,False,Afrikaans,2,79,90.11,Quiet but consistent.
CH-L2019134,5,Low,False,Afrikaans,3,78,92.04,Quiet but consistent.
CH-L2021135,6,Low,False,English,1,56,95.83,Completes all assigned work. Struggles with core concepts.
CH-L2021135,6,Low,False,English,2,55,94.14,Quiet but consistent.
CH-L2021135,6,Low,False,English,3,56,98.94,Benefits from one-on-one attention.
CH-L2021135,6,Low,False,Maths,1,66,87.64,Benefits from one-on-one attention.
CH-L2021135,6,Low,False,Maths,2,64,98.39,Quiet but consistent.
CH-L2021135,6,Low,False,Maths,3,59,91.7,Completes all assigned work.
CH-L2021135,6,Low,False,Science,1,60,98.14,Steady progress.
CH-L2021135,6,Low,False,Science,2,57,100.0,Completes all assigned work.
CH-L2021135,6,Low,False,Science,3,62,92.62,Benefits from one-on-one attention. Steady progress.
CH-L2021135,6,Low,False,Life Skills,1,54,87.96,Completes all assigned work.
CH-L2021135,6,Low,False,Life Skills,2,51,88.88,Completes all assigned work. Benefits from one-on-one attention.
CH-L2021135,6,Low,False,Life Skills,3,53,96.82,Benefits from one-on-one attention.
CH-L2021135,6,Low,False,Afrikaans,1,68,91.11,Quiet but consistent.
CH-L2021135,6,Low,False,Afrikaans,2,68,92.16,Quiet but consistent. Completes all assigned work.
CH-L2021135,6,Low,False,Afrikaans,3,62,94.29,Benefits from one-on-one attention.
CH-L2019136,6,Low,True,English,1,47,90.11,Attendance is a concern. Often submits work late.
CH-L2019136,6,Low,True,English,2,43,92.81,Often submits work late. Needs encouragement to participate.
CH-L2019136,6,Low,True,English,3,50,88.0,Quiet but consistent.
CH-L2019136,6,Low,True,Maths,1,40,79.99,Easily distracted.
CH-L2019136,6,Low,True,Maths,2,40,87.36,Attendance is a concern.
CH-L2019136,6,Low,True,Maths,3,43,76.16,Needs encouragement to participate. Needs encouragement to participate.
CH-L2019136,6,Low,True,Science,1,39,86.55,Struggles with core concepts.
CH-L2019136,6,Low,True,Science,2,42,87.83,Easily distracted.
CH-L2019136,6,Low,True,Science,3,45,82.46,Attendance is a concern.
CH-L2019136,6,Low,True,Life Skills,1,39,94.64,Attendance is a concern. Benefits from one-on-one attention.
CH-L2019136,6,Low,True,Life Skills,2,31,89.88,Often submits work late. Steady progress.
CH-L2019136,6,Low,True,Life Skills,3,30,87.1,Needs encouragement to participate. Needs encouragement to participate.
CH-L2019136,6,Low,True,Afrikaans,1,30,85.57,Attendance is a concern.
CH-L2019136,6,Low,True,Afrikaans,2,30,75.6,Often submits work late. Completes all assigned work.
CH-L2019136,6,Low,True,Afrikaans,3,30,88.85,Easily distracted.
CH-L2019137,5,Low,False,English,1,65,93.95,Completes all assigned work.
CH-L2019137,5,Low,False,English,2,69,92.07,Benefits from one-on-one attention. Attendance is a concern.
CH-L2019137,5,Low,False,English,3,79,93.73,Quiet but consistent.
CH-L2019137,5,Low,False,Maths,1,74,96.9,Steady progress. Needs encouragement to participate.
CH-L2019137,5,Low,False,Maths,2,65,93.42,Quiet but consistent. Struggles with core concepts.
CH-L2019137,5,Low,False,Maths,3,77,100.0,Quiet but consistent.
CH-L2019137,5,Low,False,Science,1,68,92.38,Completes all assigned work.
CH-L2019137,5,Low,False,Science,2,66,92.8,Quiet but consistent. Often submits work late.
CH-L2019137,5,Low,False,Science,3,70,80.99,Often submits work late.
CH-L2019137,5,Low,False,Life Skills,1,69,90.99,Completes all assigned work.
CH-L2019137,5,Low,False,Life Skills,2,68,92.99,Quiet but consistent.
CH-L2019137,5,Low,False,Life Skills,3,72,89.64,Steady progress.
CH-L2019137,5,Low,False,Afrikaans,1,76,85.99,Benefits from one-on-one attention. Completes all assigned work.
CH-L2019137,5,Low,False,Afrikaans,2,74,83.66,Easily distracted.
CH-L2019137,5,Low,False,Afrikaans,3,70,95.56,Steady progress.
CH-L2021138,4,Medium,False,English,1,76,87.6,Benefits from one-on-one attention. Completes all assigned work.
CH-L2021138,4,Medium,False,English,2,81,92.3,Benefits from one-on-one attention.
CH-L2021138,4,Medium,False,English,3,67,88.4,Steady progress.
CH-L2021138,4,Medium,False,Maths,1,77,80.39,Needs encouragement to participate. Completes all assigned work.
CH-L2021138,4,Medium,False,Maths,2,70,96.23,Steady progress.
CH-L2021138,4,Medium,False,Maths,3,72,90.8,Quiet but consistent.
CH-L2021138,4,Medium,False,Science,1,81,90.42,Benefits from one-on-one attention.
CH-L2021138,4,Medium,False,Science,2,85,98.68,Benefits from one-on-one attention. Attendance is a concern.
CH-L2021138,4,Medium,False,Science,3,89,93.1,Excellent grasp of concepts.
CH-L2021138,4,Medium,False,Life Skills,1,80,92.75,Quiet but consistent. Benefits from one-on-one attention.
CH-L2021138,4,Medium,False,Life Skills,2,77,96.69,Benefits from one-on-one attention.
CH-L2021138,4,Medium,False,Life Skills,3,86,90.84,Shows strong improvement.
CH-L2021138,4,Medium,False,Afrikaans,1,77,93.54,Quiet but consistent. Often submits work late.
CH-L2021138,4,Medium,False,Afrikaans,2,70,93.77,Completes all assigned work.
CH-L2021138,4,Medium,False,Afrikaans,3,74,89.07,Completes all assigned work.
CH-L2019139,6,Low,False,English,1,75,94.77,Steady progress. Needs encouragement to participate.
CH-L2019139,6,Low,False,English,2,70,96.7,Completes all assigned work. Quiet but consistent.
CH-L2019139,6,Low,False,English,3,82,90.14,Benefits from one-on-one attention. Struggles with core concepts.
CH-L2019139,6,Low,False,Maths,1,68,86.22,Quiet but consistent.
CH-L2019139,6,Low,False,Maths,2,79,84.75,Needs encouragement to participate.
CH-L2019139,6,Low,False,Maths,3,85,92.21,Completes all assigned work. Completes all assigned work.
CH-L2019139,6,Low,False,Science,1,66,88.44,Benefits from one-on-one attention. Steady progress.
CH-L2019139,6,Low,False,Science,2,66,99.24,Steady progress.
CH-L2019139,6,Low,False,Science,3,59,81.34,Needs encouragement to participate.
CH-L2019139,6,Low,False,Life Skills,1,75,91.76,Steady progress.
CH-L2019139,6,Low,False,Life Skills,2,84,86.78,Steady progress. Easily distracted.
CH-L2019139,6,Low,False,Life Skills,3,82,91.22,Steady progress.
CH-L2019139,6,Low,False,Afrikaans,1,68,99.69,Benefits from one-on-one attention.
CH-L2019139,6,Low,False,Afrikaans,2,75,94.38,Benefits from one-on-one attention.
CH-L2019139,6,Low,False,Afrikaans,3,70,88.5,Benefits from one-on-one attention.
CH-L2020140,4,Medium,False,English,1,64,88.14,Quiet but consistent. Benefits from one-on-one attention.
CH-L2020140,4,Medium,False,English,2,76,100.0,Steady progress.
CH-L2020140,4,Medium,False,English,3,78,85.03,Completes all assigned work.
CH-L2020140,4,Medium,False,Maths,1,63,96.34,Completes all assigned work. Steady progress.
CH-L2020140,4,Medium,False,Maths,2,70,92.52,Completes all assigned work. Struggles with core concepts.
CH-L2020140,4,Medium,False,Maths,3,72,91.43,Benefits from one-on-one attention.
CH-L2020140,4,Medium,False,Science,1,69,90.61,Quiet but consistent. Needs encouragement to participate.
CH-L2020140,4,Medium,False,Science,2,79,92.73,Completes all assigned work. Often submits work late.
CH-L2020140,4,Medium,False,Science,3,63,91.52,Quiet but consistent.
CH-L2020140,4,Medium,False,Life Skills,1,64,85.2,Quiet but consistent. Benefits from one-on-one attention.
CH-L2020140,4,Medium,False,Life Skills,2,61,88.07,Quiet but consistent.
CH-L2020140,4,Medium,False,Life Skills,3,71,92.59,Quiet but consistent.
CH-L2020140,4,Medium,False,Afrikaans,1,77,93.99,Quiet but consistent.
CH-L2020140,4,Medium,False,Afrikaans,2,80,100.0,Completes all assigned work. Easily distracted.
CH-L2020140,4,Medium,False,Afrikaans,3,78,92.55,Benefits from one-on-one attention.
CH-L2019141,5,Low,False,English,1,66,93.67,Steady progress.
